Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,week,month,year
508037,22459,CAST IRON HOOK GARDEN TROWEL,1,2010-05-12T12:09:00Z,2.55,16891,United Kingdom,2.55,19,5,2010
571845,23493,VINTAGE DOILY TRAVEL SEWING KIT,3,2011-10-19T12:34:00Z,1.95,16869,United Kingdom,5.85,42,10,2011
521317,21643,ASSORTED TUTTI FRUTTI MIRROR,12,2010-09-03T12:06:00Z,1.25,17854,United Kingdom,15,36,9,2010
507027,22625,RED KITCHEN SCALES,12,2010-05-05T14:49:00Z,7.65,13999,United Kingdom,91.8,18,5,2010
532570,22838,3 TIER CAKE TIN RED AND CREAM,1,2010-11-12T13:34:00Z,14.95,16241,United Kingdom,14.95,46,11,2010
579168,22208,WOOD STAMP SET THANK YOU,10,2011-11-28T14:12:00Z,0.83,17806,United Kingdom,8.299999999999999,48,11,2011
514531,21071,VINTAGE BILLBOARD DRINK ME MUG,12,2010-07-05T10:02:00Z,1.06,17850,United Kingdom,12.72,27,7,2010
553477,21533,RETROSPOT LARGE MILK JUG,3,2011-05-17T11:46:00Z,4.95,14239,United Kingdom,14.85,20,5,2011
519939,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2010-08-23T09:48:00Z,1.25,14565,United Kingdom,15,34,8,2010
545536,22501,PICNIC BASKET WICKER LARGE,2,2011-03-03T14:12:00Z,9.95,12417,Belgium,19.9,9,3,2011
573464,23379,PACK OF 12 RED APPLE TISSUES,24,2011-10-31T10:56:00Z,0.39,15667,United Kingdom,9.36,44,10,2011
569248,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-10-03T10:09:00Z,2.89,12886,United Kingdom,34.68,40,10,2011
494778,21385,IVORY HANGING DECORATION  HEART,4,2010-01-18T12:48:00Z,0.85,14461,United Kingdom,3.4,3,1,2010
506435,15044C,PURPLE PAPER PARASOL,12,2010-04-29T15:34:00Z,2.95,12377,Switzerland,35.400000000000006,17,4,2010
495353,21135,VICTORIAN  METAL POSTCARD SPRING,4,2010-01-24T11:21:00Z,1.69,17780,United Kingdom,6.76,4,1,2010
498705,20725,LUNCH BAG RED SPOTTY,10,2010-02-22T12:44:00Z,1.65,14680,United Kingdom,16.5,8,2,2010
495929,84270,ASSTD DESIGN BUBBLE GUM RING,90,2010-01-27T15:17:00Z,0.21,15485,United Kingdom,18.9,4,1,2010
523118,22273,FELTCRAFT DOLL MOLLY,4,2010-09-20T12:54:00Z,2.95,17338,United Kingdom,11.8,38,9,2010
558906,79063D,"RETRO PILL BOX , REVOLUTIONARY",10,2011-07-04T16:35:00Z,0.19,15555,United Kingdom,1.9,27,7,2011
563662,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-08-18T11:40:00Z,4.95,12729,France,14.85,33,8,2011
541860,22377,BOTTLE BAG RETROSPOT,20,2011-01-23T15:45:00Z,0.85,13963,United Kingdom,17,4,1,2011
508840,22528,GARDENERS KNEELING PAD,1,2010-05-18T14:06:00Z,1.25,14744,United Kingdom,1.25,20,5,2010
561236,37342,POLKADOT COFFEE CUP & SAUCER PINK,24,2011-07-26T10:27:00Z,0.79,15159,United Kingdom,18.96,30,7,2011
529156,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2010-10-26T16:47:00Z,1.95,16549,United Kingdom,7.8,43,10,2010
515475,22064,PINK DOUGHNUT TRINKET POT,12,2010-07-13T09:35:00Z,1.65,16320,Unspecified,19.799999999999997,28,7,2010
551125,90136,PALE PINK/AMETHYST STONE NECKLACE,2,2011-04-26T12:47:00Z,9.95,17277,United Kingdom,19.9,17,4,2011
563697,21163,DO NOT TOUCH MY STUFF DOOR HANGER,3,2011-08-18T13:44:00Z,0.39,16813,United Kingdom,1.17,33,8,2011
516954,21519,GIN & TONIC DIET GREETING CARD,12,2010-07-25T15:40:00Z,0.42,13137,United Kingdom,5.04,30,7,2010
508504,37450,CERAMIC CAKE BOWL + HANGING CAKES,5,2010-05-16T16:05:00Z,2.95,13451,United Kingdom,14.75,20,5,2010
556495,21202,DOLLY HONEYCOMB GARLAND,4,2011-06-12T15:14:00Z,1.65,18069,United Kingdom,6.6,24,6,2011
499030,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,48,2010-02-24T12:42:00Z,1.45,15523,United Kingdom,69.6,8,2,2010
547971,21467,CHERRY CROCHET FOOD COVER,1,2011-03-28T16:37:00Z,3.75,17917,United Kingdom,3.75,13,3,2011
525744,21192,WHITE BELL HONEYCOMB PAPER,24,2010-10-07T09:12:00Z,1.65,17525,United Kingdom,39.599999999999994,40,10,2010
532289,21195,PINK  HONEYCOMB PAPER BALL,12,2010-11-11T13:26:00Z,2.1,14004,United Kingdom,25.200000000000003,45,11,2010
543777,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,1,2011-02-11T16:20:00Z,9.95,15406,United Kingdom,9.95,6,2,2011
568671,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-09-28T13:13:00Z,2.89,13139,United Kingdom,17.34,39,9,2011
557258,82551,LAUNDRY 15C METAL SIGN,12,2011-06-19T10:35:00Z,1.45,12951,United Kingdom,17.4,25,6,2011
538630,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2010-12-13T13:25:00Z,1.65,14565,United Kingdom,19.799999999999997,50,12,2010
512245,21826,EIGHT PIECE DINOSAUR SET,10,2010-06-14T12:39:00Z,1.25,15901,United Kingdom,12.5,24,6,2010
562218,22045,SPACEBOY GIFT WRAP,25,2011-08-03T14:07:00Z,0.42,13851,United Kingdom,10.5,31,8,2011
526210,21931,JUMBO STORAGE BAG SUKI,1,2010-10-10T13:46:00Z,1.95,16466,United Kingdom,1.95,41,10,2010
534705,22326,ROUND SNACK BOXES SET OF4 WOODLAND,3,2010-11-23T16:40:00Z,2.95,16242,United Kingdom,8.850000000000001,47,11,2010
506459,21217,RED SPOTTY ROUND CAKE TINS,1,2010-04-29T19:36:00Z,9.95,12915,United Kingdom,9.95,17,4,2010
502080,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,2010-03-22T15:47:00Z,0.95,14530,United Kingdom,22.799999999999997,12,3,2010
500751,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,12,2010-03-10T10:25:00Z,1.45,13081,United Kingdom,17.4,10,3,2010
553017,85095,THREE CANVAS LUGGAGE TAGS,8,2011-05-12T19:01:00Z,1.95,12757,Portugal,15.6,19,5,2011
581126,23113,PANTRY CHOPPING BOARD,3,2011-12-07T12:43:00Z,4.95,18272,United Kingdom,14.85,49,12,2011
502875,22359,"GLASS JAR, KINGS CHOICE SOAP",4,2010-03-29T10:10:00Z,2.95,13319,United Kingdom,11.8,13,3,2010
497209,48129,DOOR MAT TOPIARY,1,2010-02-07T12:40:00Z,7.49,16788,United Kingdom,7.49,6,2,2010
532150,90146,FINE SILVER NECKLACE W PASTEL FLOWE,2,2010-11-11T12:06:00Z,7.5,16395,United Kingdom,15,45,11,2010
538280,84754,S/15 SILVER GLASS BAUBLES IN BAG,72,2010-12-10T12:50:00Z,1.06,12748,United Kingdom,76.32000000000001,50,12,2010
495158,21397,BLUE  SPOTTY EGG CUP,12,2010-01-21T12:37:00Z,1.25,13527,United Kingdom,15,3,1,2010
567291,22215,CAKE STAND WHITE TWO TIER LACE,4,2011-09-19T11:55:00Z,8.5,12527,Germany,34,38,9,2011
564434,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,48,2011-08-25T11:59:00Z,0.85,14687,United Kingdom,40.8,34,8,2011
553182,23170,REGENCY TEA PLATE ROSES,6,2011-05-15T12:21:00Z,1.65,17107,United Kingdom,9.9,20,5,2011
557150,22423,REGENCY CAKESTAND 3 TIER,6,2011-06-17T11:02:00Z,12.75,15555,United Kingdom,76.5,24,6,2011
575725,22384,LUNCH BAG PINK POLKADOT,10,2011-11-10T18:46:00Z,1.65,13098,United Kingdom,16.5,45,11,2011
579160,23504,PLAYING CARDS JUBILEE UNION JACK,12,2011-11-28T13:54:00Z,1.25,13196,United Kingdom,15,48,11,2011
507996,20726,LUNCH BAG WOODLAND,100,2010-05-12T10:56:00Z,1.45,17511,United Kingdom,145,19,5,2010
570680,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,5,2011-10-11T15:36:00Z,0.42,13969,United Kingdom,2.1,41,10,2011
540372,47599A,PINK PARTY BAGS,12,2011-01-06T16:41:00Z,2.1,13081,United Kingdom,25.200000000000003,1,1,2011
570861,82616B,FRAPPUCINO SCARF KNITTING KIT,12,2011-10-12T15:27:00Z,1.25,14775,United Kingdom,15,41,10,2011
505890,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-04-26T14:22:00Z,4.95,14527,United Kingdom,4.95,17,4,2010
523516,22680,"FRENCH BLUE METAL DOOR SIGN, 5",10,2010-09-22T12:46:00Z,1.25,13089,United Kingdom,12.5,38,9,2010
543161,22794,SWEETHEART WIRE MAGAZINE RACK,2,2011-02-03T17:01:00Z,7.95,14497,United Kingdom,15.9,5,2,2011
537764,22469,HEART OF WICKER SMALL,3,2010-12-08T12:06:00Z,1.65,16893,United Kingdom,4.949999999999999,49,12,2010
544450,21987,PACK OF 6 SKULL PAPER CUPS,1,2011-02-20T12:23:00Z,0.65,17811,United Kingdom,0.65,8,2,2011
494657,16156S,WRAP PINK FAIRY CAKES,25,2010-01-17T13:16:00Z,0.42,16524,United Kingdom,10.5,3,1,2010
560211,22383,LUNCH BAG SUKI DESIGN,10,2011-07-15T14:34:00Z,1.65,12621,Germany,16.5,28,7,2011
545830,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,2011-03-07T13:10:00Z,9.95,17634,United Kingdom,9.95,10,3,2011
553213,23102,SILVER HEARTS TABLE DECORATION,24,2011-05-16T09:49:00Z,0.83,13408,United Kingdom,19.92,20,5,2011
564093,22113,GREY HEART HOT WATER BOTTLE,4,2011-08-23T10:29:00Z,3.75,14930,Channel Islands,15,34,8,2011
537041,22956,36 FOIL HEART CAKE CASES,1,2010-12-05T10:36:00Z,2.1,16033,United Kingdom,2.1,49,12,2010
503251,84270,ASSTD DESIGN BUBBLE GUM RING,60,2010-03-31T10:32:00Z,0.21,15754,United Kingdom,12.6,13,3,2010
513952,22451,SILK PURSE RUSSIAN DOLL RED,12,2010-06-29T14:11:00Z,3.35,14049,United Kingdom,40.2,26,6,2010
575219,22028,PENNY FARTHING BIRTHDAY CARD,72,2011-11-09T11:17:00Z,0.36,17511,United Kingdom,25.92,45,11,2011
541711,22984,CARD GINGHAM ROSE,72,2011-01-21T11:18:00Z,0.36,14646,Netherlands,25.92,3,1,2011
569457,22274,FELTCRAFT DOLL EMILY,1,2011-10-04T11:29:00Z,2.95,14606,United Kingdom,2.95,40,10,2011
531478,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,12,2010-11-08T14:20:00Z,2.1,17084,United Kingdom,25.200000000000003,45,11,2010
581334,22498,WOODEN REGATTA BUNTING,1,2011-12-08T12:07:00Z,5.95,17841,United Kingdom,5.95,49,12,2011
546242,85175,CACTI T-LIGHT CANDLES,16,2011-03-10T13:07:00Z,0.42,16743,United Kingdom,6.72,10,3,2011
574170,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2011-11-03T11:43:00Z,2.1,16221,United Kingdom,2.1,44,11,2011
577785,22573,STAR WOODEN CHRISTMAS DECORATION,9,2011-11-21T16:25:00Z,0.85,16369,United Kingdom,7.65,47,11,2011
577845,84991,60 TEATIME FAIRY CAKE CASES,24,2011-11-22T10:44:00Z,0.55,18139,United Kingdom,13.2,47,11,2011
532954,21934,SKULL SHOULDER BAG,10,2010-11-15T12:18:00Z,1.65,17139,United Kingdom,16.5,46,11,2010
513056,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,2010-06-21T13:52:00Z,7.95,13334,United Kingdom,15.9,25,6,2010
511113,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-06-07T10:24:00Z,2.55,14309,United Kingdom,15.3,23,6,2010
514516,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2010-07-04T14:27:00Z,1.45,17406,United Kingdom,1.45,27,7,2010
555691,20728,LUNCH BAG CARS BLUE,10,2011-06-06T14:31:00Z,1.65,12843,United Kingdom,16.5,23,6,2011
500375,82583,HOT BATHS METAL SIGN,6,2010-03-08T09:49:00Z,2.1,17682,United Kingdom,12.6,10,3,2010
563504,85130B,BEADED CRYSTAL HEART GREEN LARGE,24,2011-08-17T09:16:00Z,0.79,16218,United Kingdom,18.96,33,8,2011
561911,21154,RED RETROSPOT OVEN GLOVE,10,2011-08-01T10:26:00Z,1.25,12534,Germany,12.5,31,8,2011
563351,21662,VINTAGE GLASS COFFEE CADDY,2,2011-08-15T14:17:00Z,5.95,16902,United Kingdom,11.9,33,8,2011
538808,20713,JUMBO BAG OWLS,1,2010-12-14T12:11:00Z,1.95,14057,United Kingdom,1.95,50,12,2010
501870,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,16,2010-03-21T12:20:00Z,0.72,17448,United Kingdom,11.52,12,3,2010
562437,23160,REGENCY TEA SPOON,12,2011-08-04T17:58:00Z,1.25,13047,United Kingdom,15,31,8,2011
506865,21155,RED SPOTTY PEG BAG,1,2010-05-04T15:13:00Z,2.1,17841,United Kingdom,2.1,18,5,2010
545468,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-03-03T09:41:00Z,3.75,16571,United Kingdom,15,9,3,2011
499777,21875,KINGS CHOICE MUG,12,2010-03-02T14:01:00Z,1.25,12525,France,15,9,3,2010
511051,21889,WOODEN BOX OF DOMINOES,6,2010-06-06T12:13:00Z,1.25,12911,United Kingdom,7.5,23,6,2010
575932,20723,STRAWBERRY CHARLOTTE BAG,10,2011-11-13T10:35:00Z,0.85,16923,United Kingdom,8.5,46,11,2011
549021,22055,MINI CAKE STAND  HANGING STRAWBERY,8,2011-04-05T16:13:00Z,1.65,13468,United Kingdom,13.2,14,4,2011
532985,22907,PACK OF 20 NAPKINS PANTRY DESIGN,6,2010-11-15T13:56:00Z,0.85,12733,USA,5.1,46,11,2010
563922,21372,MIRRORED WALL ART TABLE LAMP,1,2011-08-21T14:10:00Z,0.75,14529,United Kingdom,0.75,34,8,2011
527407,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2010-10-17T14:44:00Z,2.95,17141,United Kingdom,2.95,42,10,2010
508071,22421,LIPSTICK PEN FUSCHIA,12,2010-05-12T15:41:00Z,0.42,17484,United Kingdom,5.04,19,5,2010
512607,22367,CHILDS APRON SPACEBOY DESIGN,8,2010-06-17T09:48:00Z,1.95,16134,United Kingdom,15.6,24,6,2010
527388,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2010-10-17T13:10:00Z,2.95,17211,United Kingdom,2.95,42,10,2010
575328,23193,BUFFALO BILL TREASURE BOOK BOX,300,2011-11-09T13:48:00Z,1.95,17857,United Kingdom,585,45,11,2011
497946,20775,DAISY NOTEBOOK,3360,2010-02-15T11:57:00Z,0.15,13902,Denmark,504,7,2,2010
562105,23311,VINTAGE CHRISTMAS STOCKING,6,2011-08-02T14:50:00Z,2.55,15271,United Kingdom,15.3,31,8,2011
537629,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2010-12-07T15:03:00Z,3.75,17419,United Kingdom,15,49,12,2010
540680,21240,BLUE POLKADOT CUP,2,2011-01-10T16:24:00Z,0.85,15311,United Kingdom,1.7,2,1,2011
566562,23265,SET OF 3 WOODEN TREE DECORATIONS,4,2011-09-13T12:18:00Z,1.25,17365,United Kingdom,5,37,9,2011
566591,23203,JUMBO BAG VINTAGE DOILY,10,2011-09-13T14:53:00Z,2.08,16036,United Kingdom,20.8,37,9,2011
537441,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-06T17:26:00Z,3.95,13564,United Kingdom,3.95,49,12,2010
505707,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,2,2010-04-25T12:11:00Z,12.75,14156,EIRE,25.5,17,4,2010
526672,22236,CAKE STAND 3 TIER MAGIC GARDEN,12,2010-10-12T16:05:00Z,10.95,17526,United Kingdom,131.39999999999998,41,10,2010
544448,47567B,TEA TIME KITCHEN APRON,2,2011-02-20T12:01:00Z,5.95,14878,United Kingdom,11.9,8,2,2011
547553,22150,3 STRIPEY MICE FELTCRAFT,3,2011-03-23T16:00:00Z,1.95,15644,United Kingdom,5.85,12,3,2011
497341,20725,LUNCH BAG RED SPOTTY,20,2010-02-08T15:30:00Z,1.65,13819,United Kingdom,33,6,2,2010
525974,22670,FRENCH WC SIGN BLUE METAL,12,2010-10-08T10:23:00Z,1.25,14769,United Kingdom,15,41,10,2010
555851,47591D,PINK FAIRY CAKE CHILDRENS APRON,4,2011-06-07T13:37:00Z,1.95,13050,United Kingdom,7.8,23,6,2011
535676,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2010-11-28T12:14:00Z,0.85,15037,United Kingdom,10.2,48,11,2010
564066,22023,EMPIRE BIRTHDAY CARD,12,2011-08-22T15:05:00Z,0.42,17703,United Kingdom,5.04,34,8,2011
534658,22694,WICKER STAR,1,2010-11-23T13:36:00Z,2.1,18118,United Kingdom,2.1,47,11,2010
561661,22556,PLASTERS IN TIN CIRCUS PARADE,1,2011-07-28T16:21:00Z,1.65,12743,Unspecified,1.65,30,7,2011
520989,22630,DOLLY GIRL LUNCH BOX,12,2010-09-01T13:12:00Z,1.95,13089,United Kingdom,23.4,35,9,2010
572317,22624,IVORY KITCHEN SCALES,1,2011-10-23T16:13:00Z,8.5,14629,United Kingdom,8.5,43,10,2011
551727,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,4,2011-05-04T08:40:00Z,4.25,14245,United Kingdom,17,18,5,2011
562260,21936,RED RETROSPOT PICNIC BAG,10,2011-08-03T15:38:00Z,2.95,13408,United Kingdom,29.5,31,8,2011
528507,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,30,2010-10-22T12:29:00Z,1.25,17841,United Kingdom,37.5,43,10,2010
566482,22138,BAKING SET 9 PIECE RETROSPOT,6,2011-09-13T09:43:00Z,4.95,16609,United Kingdom,29.700000000000003,37,9,2011
562619,22409,MONEY BOX BISCUITS DESIGN,2,2011-08-08T12:34:00Z,1.25,15311,United Kingdom,2.5,32,8,2011
539581,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-20T12:51:00Z,125,16143,United Kingdom,250,51,12,2010
571274,23321,SMALL WHITE HEART OF WICKER,4,2011-10-16T12:25:00Z,1.65,16934,United Kingdom,6.6,42,10,2011
525694,22729,ALARM CLOCK BAKELIKE ORANGE,4,2010-10-06T12:30:00Z,3.75,17429,United Kingdom,15,40,10,2010
559552,21770,OPEN CLOSED METAL SIGN,1,2011-07-10T16:29:00Z,4.95,16014,United Kingdom,4.95,28,7,2011
533803,21902,"KEY FOB , FRONT  DOOR",5,2010-11-18T19:55:00Z,0.65,13969,United Kingdom,3.25,46,11,2010
534672,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2010-11-23T14:23:00Z,2.55,14177,United Kingdom,2.55,47,11,2010
578953,47469,ASSORTED SHAPES PHOTO CLIP SILVER,8,2011-11-27T14:50:00Z,0.65,13546,United Kingdom,5.2,48,11,2011
514850,21973,SET OF 36 MUSHROOM PAPER DOILIES,12,2010-07-06T16:14:00Z,1.45,17145,United Kingdom,17.4,27,7,2010
549291,22983,CARD BILLBOARD FONT,12,2011-04-07T19:05:00Z,0.42,16261,United Kingdom,5.04,14,4,2011
539009,22627,MINT KITCHEN SCALES,2,2010-12-15T13:24:00Z,8.5,13221,United Kingdom,17,50,12,2010
515884,21563,RED HEART SHAPE LOVE BUCKET,2,2010-07-15T12:00:00Z,2.95,16435,United Kingdom,5.9,28,7,2010
536042,22433,WATERING CAN GREEN DINOSAUR,2,2010-11-29T17:35:00Z,1.95,13955,United Kingdom,3.9,48,11,2010
513495,20723,STRAWBERRY CHARLOTTE BAG,5,2010-06-25T10:11:00Z,0.85,16161,United Kingdom,4.25,26,6,2010
534701,22113,GREY HEART HOT WATER BOTTLE,18,2010-11-23T16:08:00Z,3.75,15808,United Kingdom,67.5,47,11,2010
573183,23504,PLAYING CARDS JUBILEE UNION JACK,25,2011-10-28T11:33:00Z,1.25,15028,United Kingdom,31.25,43,10,2011
544159,22191,IVORY DINER WALL CLOCK,2,2011-02-16T12:48:00Z,8.5,14944,United Kingdom,17,7,2,2011
526155,21917,SET 12 KIDS  WHITE CHALK STICKS,288,2010-10-08T15:56:00Z,0.42,17404,Sweden,120.96,41,10,2010
507282,22158,3 HEARTS HANGING DECORATION RUSTIC,36,2010-05-07T13:31:00Z,2.95,13089,United Kingdom,106.2,19,5,2010
525764,21820,GLITTER HEART GARLAND WITH BELLS,6,2010-10-07T10:39:00Z,3.75,12511,Greece,22.5,40,10,2010
566399,22809,SET OF 6 T-LIGHTS SANTA,6,2011-09-12T13:11:00Z,2.95,16141,United Kingdom,17.700000000000003,37,9,2011
572035,22366,DOORMAT AIRMAIL,20,2011-10-20T12:03:00Z,7.08,14646,Netherlands,141.6,42,10,2011
538998,22617,BAKING SET SPACEBOY DESIGN,6,2010-12-15T12:08:00Z,4.25,15061,United Kingdom,25.5,50,12,2010
504898,21175,GIN + TONIC DIET METAL SIGN,2,2010-04-18T14:35:00Z,2.1,16409,United Kingdom,4.2,16,4,2010
551349,20765,CHRYSANTHEMUM SKETCHBOOK,4,2011-04-28T10:03:00Z,3.75,14740,United Kingdom,15,17,4,2011
510681,84270,ASSTD DESIGN BUBBLE GUM RING,30,2010-06-03T09:06:00Z,0.21,14136,United Kingdom,6.3,22,6,2010
532593,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2010-11-12T14:40:00Z,1.65,13961,United Kingdom,19.799999999999997,46,11,2010
563060,23444,Next Day Carriage,1,2011-08-11T15:24:00Z,15,17653,United Kingdom,15,32,8,2011
505741,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2010-04-25T15:56:00Z,0.65,16984,United Kingdom,5.2,17,4,2010
580606,22809,SET OF 6 T-LIGHTS SANTA,12,2011-12-05T11:38:00Z,2.95,15290,United Kingdom,35.400000000000006,49,12,2011
531249,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2010-11-07T10:59:00Z,2.95,12841,United Kingdom,29.5,45,11,2010
511038,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2010-06-06T11:11:00Z,0.55,14766,United Kingdom,13.2,23,6,2010
507414,22139,RETRO SPOT TEA SET CERAMIC 11 PC,3,2010-05-09T14:14:00Z,4.95,14107,United Kingdom,14.85,19,5,2010
577785,21678,PAISLEY PATTERN  STICKERS,6,2011-11-21T16:25:00Z,0.85,16369,United Kingdom,5.1,47,11,2011
537037,82494L,WOODEN FRAME ANTIQUE WHITE,6,2010-12-05T10:03:00Z,2.95,17243,United Kingdom,17.700000000000003,49,12,2010
529342,21735,TWO DOOR CURIO CABINET,2,2010-10-27T16:41:00Z,12.75,18060,United Kingdom,25.5,43,10,2010
535664,22470,HEART OF WICKER LARGE,2,2010-11-28T11:45:00Z,2.95,13884,United Kingdom,5.9,48,11,2010
564199,21755,LOVE BUILDING BLOCK WORD,1,2011-08-23T17:31:00Z,5.95,13263,United Kingdom,5.95,34,8,2011
501681,22254,FELT TOADSTOOL LARGE,12,2010-03-18T16:28:00Z,1.25,12993,United Kingdom,15,11,3,2010
511701,47566,PARTY BUNTING,5,2010-06-10T09:17:00Z,4.65,16206,United Kingdom,23.25,23,6,2010
528923,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,2010-10-25T14:41:00Z,1.65,14413,United Kingdom,1.65,43,10,2010
562852,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-08-10T10:12:00Z,2.95,13050,United Kingdom,17.700000000000003,32,8,2011
505974,22172,METAL SHELF WITH RAIL,2,2010-04-26T18:06:00Z,8.5,17449,United Kingdom,17,17,4,2010
499968,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2010-03-03T14:10:00Z,1.25,13214,United Kingdom,15,9,3,2010
576783,22505,MEMO BOARD COTTAGE DESIGN,8,2011-11-16T13:38:00Z,4.95,13447,United Kingdom,39.6,46,11,2011
494803,21212,PACK OF 72 RETRO SPOT CAKE CASES,6,2010-01-18T15:03:00Z,0.55,15005,United Kingdom,3.3000000000000003,3,1,2010
561208,23000,TRAVEL CARD WALLET TRANSPORT,72,2011-07-25T16:39:00Z,0.42,15372,United Kingdom,30.24,30,7,2011
495546,22131,FOOD CONTAINER SET 3 LOVE HEART,6,2010-01-25T15:54:00Z,1.95,13206,United Kingdom,11.7,4,1,2010
564150,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-08-23T12:30:00Z,0.85,14936,Channel Islands,10.2,34,8,2011
549294,84596J,MIXED NUTS LIGHT GREEN BOWL,1,2011-04-07T19:27:00Z,0.42,13230,United Kingdom,0.42,14,4,2011
510776,21793,CLASSIC FRENCH STYLE BASKET BROWN,2,2010-06-03T14:44:00Z,6.75,12877,United Kingdom,13.5,22,6,2010
493828,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,2010-01-07T13:19:00Z,4.65,14732,United Kingdom,18.6,1,1,2010
544103,22525,CHILDRENS GARDEN GLOVES PINK,1,2011-02-16T10:33:00Z,1.25,17961,United Kingdom,1.25,7,2,2011
555351,23205,CHARLOTTE BAG VINTAGE ALPHABET,30,2011-06-02T12:37:00Z,0.85,13408,United Kingdom,25.5,22,6,2011
514841,84692,BOX OF 24 COCKTAIL PARASOLS,25,2010-07-06T15:05:00Z,0.42,12749,United Kingdom,10.5,27,7,2010
544452,84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,12,2011-02-20T12:32:00Z,1.45,14162,United Kingdom,17.4,8,2,2011
561204,82494L,WOODEN FRAME ANTIQUE WHITE,6,2011-07-25T15:22:00Z,2.95,12836,United Kingdom,17.700000000000003,30,7,2011
567312,22083,PAPER CHAIN KIT RETROSPOT,6,2011-09-19T13:47:00Z,2.95,15500,United Kingdom,17.700000000000003,38,9,2011
547697,22300,COFFEE MUG DOG + BALL DESIGN,6,2011-03-24T16:23:00Z,2.55,14348,United Kingdom,15.3,12,3,2011
545062,21166,COOK WITH WINE METAL SIGN,1,2011-02-27T14:07:00Z,2.08,12748,United Kingdom,2.08,9,2,2011
531782,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,2010-11-09T14:48:00Z,0.65,16021,United Kingdom,7.800000000000001,45,11,2010
516752,21621,VINTAGE UNION JACK BUNTING,2,2010-07-22T16:01:00Z,8.5,13031,United Kingdom,17,29,7,2010
567617,23406,HOME SWEET HOME KEY HOLDER,6,2011-09-21T12:25:00Z,6.25,15140,United Kingdom,37.5,38,9,2011
508733,22456,NATURAL SLATE CHALKBOARD LARGE,3,2010-05-18T10:34:00Z,4.95,15622,United Kingdom,14.85,20,5,2010
544336,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-02-17T19:36:00Z,0.95,13230,United Kingdom,0.95,7,2,2011
523551,22366,DOORMAT AIRMAIL,20,2010-09-22T14:47:00Z,6.75,14439,Greece,135,38,9,2010
528088,22082,RIBBON REEL STRIPES DESIGN,1,2010-10-20T13:11:00Z,1.65,13703,United Kingdom,1.65,42,10,2010
516975,16016,LARGE CHINESE STYLE SCISSOR,30,2010-07-26T10:42:00Z,0.85,14000,United Kingdom,25.5,30,7,2010
545835,22291,HANGING CHICK CREAM DECORATION,1,2011-03-07T13:17:00Z,1.45,17654,United Kingdom,1.45,10,3,2011
509913,21242,RED SPOTTY PLATE,6,2010-05-26T11:27:00Z,1.69,15900,United Kingdom,10.14,21,5,2010
511269,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-06-07T13:02:00Z,3.25,16984,United Kingdom,6.5,23,6,2010
